contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
SPY250122P00588000,2025-01-21 21:13:16+00:00,588.0,0.02,0.0,0.0,0.0,0.0,4062.0,0.0,0.12500875,False,REGULAR,USD
SPY250122P00589000,2025-01-21 21:14:50+00:00,589.0,0.03,0.0,0.0,0.0,0.0,13020.0,0.0,0.12500875,False,REGULAR,USD
SPY250122P00590000,2025-01-21 21:14:50+00:00,590.0,0.04,0.0,0.0,0.0,0.0,20933.0,0.0,0.12500875,False,REGULAR,USD
SPY250122P00591000,2025-01-21 21:13:31+00:00,591.0,0.04,0.0,0.0,0.0,0.0,12585.0,0.0,0.062509375,False,REGULAR,USD
SPY250122P00592000,2025-01-21 21:14:57+00:00,592.0,0.05,0.0,0.0,0.0,0.0,7197.0,0.0,0.062509375,False,REGULAR,USD
SPY250122P00593000,2025-01-21 21:14:48+00:00,593.0,0.07,0.0,0.0,0.0,0.0,7057.0,0.0,0.062509375,False,REGULAR,USD
SPY250122P00594000,2025-01-21 21:14:39+00:00,594.0,0.09,0.0,0.0,0.0,0.0,23686.0,0.0,0.062509375,False,REGULAR,USD
SPY250122P00595000,2025-01-21 21:14:53+00:00,595.0,0.11,0.0,0.0,0.0,0.0,37977.0,0.0,0.062509375,False,REGULAR,USD
SPY250122P00596000,2025-01-21 21:14:58+00:00,596.0,0.15,0.0,0.0,0.0,0.0,38935.0,0.0,0.062509375,False,REGULAR,USD
SPY250122P00597000,2025-01-21 21:15:00+00:00,597.0,0.2,0.0,0.0,0.0,0.0,47120.0,0.0,0.062509375,False,REGULAR,USD
SPY250122P00598000,2025-01-21 21:14:58+00:00,598.0,0.27,0.0,0.0,0.0,0.0,45422.0,0.0,0.0312596875,False,REGULAR,USD
SPY250122P00599000,2025-01-21 21:14:58+00:00,599.0,0.38,0.0,0.0,0.0,0.0,54394.0,0.0,0.0312596875,False,REGULAR,USD
SPY250122P00600000,2025-01-21 21:14:59+00:00,600.0,0.51,0.0,0.0,0.0,0.0,93106.0,0.0,0.0312596875,False,REGULAR,USD
SPY250122P00601000,2025-01-21 21:14:57+00:00,601.0,0.71,0.0,0.0,0.0,0.0,55403.0,0.0,0.015634843750000002,False,REGULAR,USD
SPY250122P00602000,2025-01-21 21:14:59+00:00,602.0,1.0,0.0,0.0,0.0,0.0,69034.0,0.0,0.007822421875,False,REGULAR,USD
SPY250122P00603000,2025-01-21 21:14:58+00:00,603.0,1.41,0.0,0.0,0.0,0.0,25223.0,0.0,0.000986552734375,False,REGULAR,USD
SPY250122P00604000,2025-01-21 21:14:59+00:00,604.0,1.92,0.0,0.0,0.0,0.0,4525.0,0.0,1.0000000000000003e-05,True,REGULAR,USD
SPY250122P00605000,2025-01-21 21:14:45+00:00,605.0,2.58,0.0,0.0,0.0,0.0,2584.0,0.0,1.0000000000000003e-05,True,REGULAR,USD
SPY250122P00606000,2025-01-21 21:12:25+00:00,606.0,3.3,0.0,0.0,0.0,0.0,975.0,0.0,1.0000000000000003e-05,True,REGULAR,USD
SPY250122P00607000,2025-01-21 21:11:37+00:00,607.0,4.16,0.0,0.0,0.0,0.0,608.0,0.0,1.0000000000000003e-05,True,REGULAR,USD
SPY250122P00608000,2025-01-21 21:03:19+00:00,608.0,4.9,0.0,0.0,0.0,0.0,163.0,,1.0000000000000003e-05,True,REGULAR,USD
SPY250122P00609000,2025-01-21 21:02:06+00:00,609.0,5.67,0.0,0.0,0.0,0.0,19.0,0.0,1.0000000000000003e-05,True,REGULAR,USD
SPY250122P00611000,2025-01-21 21:00:59+00:00,611.0,7.27,0.0,0.0,0.0,0.0,21.0,0.0,1.0000000000000003e-05,True,REGULAR,USD
SPY250122P00613000,2025-01-21 21:00:49+00:00,613.0,9.26,0.0,0.0,0.0,0.0,4.0,,1.0000000000000003e-05,True,REGULAR,USD
SPY250122P00614000,2025-01-17 20:57:07+00:00,614.0,16.47,0.0,0.0,0.0,0.0,,,1.0000000000000003e-05,True,REGULAR,USD
SPY250122P00640000,2025-01-16 16:35:03+00:00,640.0,47.0,0.0,0.0,0.0,0.0,,,1.0000000000000003e-05,True,REGULAR,USD
